,wav_file,sentence_number,word,silence_length,speech_rate,voice,condition,pronounced_item,word_numbers,depth,opening_nodes,closing_nodes,relative_depth,tree_segment,indices,file
43,0.0,3,.,0.007,160,Allison,sentence,0,20,2,1,2,2,(..)),"(4, 0)",easy_money.mrg
44,0.0,3,smow,0.007,160,Allison,pseudo_words,1,20,0,0,0,-3,,0,easy_money.mrg
45,0.0,4,He,0.549,160,Allison,sentence,1,0,3,3,2,0,((NP-SBJ(PRPHe)),"(0, 0, 0)",easy_money.mrg
46,0.0,4,said,0.549,160,Allison,sentence,1,1,3,2,1,-1,(V(VBDsaid),"(1, 0, 0)",easy_money.mrg
47,0.0,4,0,0.549,160,Allison,sentence,1,1,4,2,1,-2,(SBA(-NONE-0),"(1, 1, 0, 0)",easy_money.mrg
48,0.0,4,he,0.549,160,Allison,sentence,1,2,6,3,2,0,((NP-SBJ(PRPhe)),"(1, 1, 1, 0, 0, 0)",easy_money.mrg
49,0.0,4,had,0.549,160,Allison,sentence,1,3,6,2,1,-2,(V(VBDhad),"(1, 1, 1, 1, 0, 0)",easy_money.mrg
50,0.0,4,a,0.549,160,Allison,sentence,1,4,8,3,1,0,((NP-SBJ(DTa),"(1, 1, 1, 1, 1, 0, 0, 0)",easy_money.mrg
51,0.0,4,"""",0.549,160,Allison,sentence,0,4,8,1,1,0,"("""")","(1, 1, 1, 1, 1, 0, 1, 0)",easy_money.mrg
52,0.0,4,business,0.549,160,Allison,sentence,1,5,8,1,1,0,(NNbusiness),"(1, 1, 1, 1, 1, 0, 2, 0)",easy_money.mrg
53,0.0,4,proposition,0.549,160,Allison,sentence,1,6,8,1,2,1,(NNproposition)),"(1, 1, 1, 1, 1, 0, 3, 0)",easy_money.mrg
54,0.0,4,"""",0.549,160,Allison,sentence,0,6,7,1,1,-1,"("""")","(1, 1, 1, 1, 1, 1, 0)",easy_money.mrg
55,0.0,4,for,0.549,160,Allison,sentence,1,7,8,2,1,-1,(PP-PRD(INfor),"(1, 1, 1, 1, 1, 2, 0, 0)",easy_money.mrg
56,0.0,4,me,0.549,160,Allison,sentence,1,8,9,2,8,9,(NP(PRPme)))))))),"(1, 1, 1, 1, 1, 2, 1, 0, 0)",easy_money.mrg
57,0.0,4,patule,0.549,160,Allison,pseudo_words,1,8,0,0,0,-2,,0,easy_money.mrg
58,0.0,4,.,0.549,160,Allison,sentence,0,8,2,1,2,-1,(..)),"(2, 0)",easy_money.mrg
59,0.0,5,So,0.623,160,Allison,sentence,1,0,3,3,1,-1,(((CCSo),"(0, 0, 0)",easy_money.mrg
60,0.0,5,I,0.623,160,Allison,sentence,1,1,4,2,2,0,(NP-SBJ(PRPI)),"(0, 1, 0, 0)",easy_money.mrg
61,0.0,5,'m,0.623,160,Allison,sentence,1,2,4,2,1,-1,(VP(VBP'm),"(0, 2, 0, 0)",easy_money.mrg
62,0.0,5,thinking,0.623,160,Allison,sentence,1,3,5,2,1,0,(VP(VBGthinking),"(0, 2, 1, 0, 0)",easy_money.mrg
63,0.0,5,"""",0.623,160,Allison,sentence,0,3,5,1,1,-1,"("""")","(0, 2, 1, 1, 0)",easy_money.mrg
64,0.0,5,Amway,0.623,160,Allison,sentence,1,4,6,2,5,4,(INTJ(UHAmway))))),"(0, 2, 1, 2, 0, 0)",easy_money.mrg
65,0.0,5,",",0.623,160,Allison,sentence,0,4,2,1,1,0,"(,,)","(1, 0)",easy_money.mrg
66,0.0,5,"""",0.623,160,Allison,sentence,0,4,2,1,1,0,"("""")","(2, 0)",easy_money.mrg
67,0.0,5,and,0.623,160,Allison,sentence,1,5,2,1,1,-2,(CCand),"(3, 0)",easy_money.mrg
68,0.0,5,I,0.623,160,Allison,sentence,1,6,4,3,2,0,(S(NP-SBJ(PRPI)),"(4, 0, 0, 0)",easy_money.mrg
69,0.0,5,said,0.623,160,Allison,sentence,1,7,4,2,1,-1,(VP(VBDsaid),"(4, 1, 0, 0)",easy_money.mrg
70,0.0,5,so,0.623,160,Allison,sentence,1,8,5,2,4,3,(ADVP-PRD(RBso)))),"(4, 1, 1, 0, 0)",easy_money.mrg
71,0.0,5,.,0.623,160,Allison,sentence,0,8,2,1,2,-1,(..)),"(5, 0)",easy_money.mrg
72,0.0,6,He,0.209,160,Allison,sentence,1,0,3,3,2,-1,((NP-SBJ(PRPHe)),"(0, 0, 0)",easy_money.mrg
73,0.0,6,sounded,0.209,160,Allison,sentence,1,1,4,3,1,-1,(V(VP(VBDsounded),"(1, 0, 0, 0)",easy_money.mrg
74,0.0,6,surprised,0.209,160,Allison,sentence,1,2,5,2,3,2,(ADJP-PRD(JJsurprised))),"(1, 0, 1, 0, 0)",easy_money.mrg
75,0.0,6,and,0.209,160,Allison,sentence,1,3,3,1,1,-1,(CCand),"(1, 1, 0)",easy_money.mrg
76,0.0,6,said,0.209,160,Allison,sentence,1,4,4,2,1,-1,(V(VBDsaid),"(1, 2, 0, 0)",easy_money.mrg
77,0.0,6,0,0.209,160,Allison,sentence,1,4,5,2,1,-2,(SBA(-NONE-0),"(1, 2, 1, 0, 0)",easy_money.mrg
78,0.0,6,no,0.209,160,Allison,sentence,1,5,7,3,2,1,((INTJ(UHno)),"(1, 2, 1, 1, 0, 0, 0)",easy_money.mrg
79,0.0,6,",",0.209,160,Allison,sentence,0,5,6,1,1,-1,"(,,)","(1, 2, 1, 1, 1, 0)",easy_money.mrg
80,0.0,6,he,0.209,160,Allison,sentence,1,6,7,2,2,0,(NP-SBJ(PRPhe)),"(1, 2, 1, 1, 2, 0, 0)",easy_money.mrg
81,0.0,6,needed,0.209,160,Allison,sentence,1,7,7,2,1,-2,(V(VBDneeded),"(1, 2, 1, 1, 3, 0, 0)",easy_money.mrg
82,0.0,6,me,0.209,160,Allison,sentence,1,8,9,3,2,0,((NP-SBJ(PRPme)),"(1, 2, 1, 1, 3, 1, 0, 0, 0)",easy_money.mrg
83,0.0,6,to,0.209,160,Allison,sentence,1,9,9,2,1,-1,(V(TOto),"(1, 2, 1, 1, 3, 1, 1, 0, 0)",easy_money.mrg
84,0.0,6,help,0.209,160,Allison,sentence,1,10,10,2,1,-2,(V(VBhelp),"(1, 2, 1, 1, 3, 1, 1, 1, 0, 0)",easy_money.mrg
85,0.0,6,him,0.209,160,Allison,sentence,1,11,12,3,2,0,((NP-SBJ(PRPhim)),"(1, 2, 1, 1, 3, 1, 1, 1, 1, 0, 0, 0)",easy_money.mrg
86,0.0,6,get,0.209,160,Allison,sentence,1,12,12,2,1,-1,(V(VBget),"(1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
87,0.0,6,rid,0.209,160,Allison,sentence,1,13,13,2,1,-1,(V(VBNrid),"(1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
88,0.0,6,of,0.209,160,Allison,sentence,1,14,14,2,1,0,(PP-CL(INof),"(1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
89,0.0,6,"""",0.209,160,Allison,sentence,0,14,14,1,1,-2,"("""")","(1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 0)",easy_money.mrg
90,0.0,6,a,0.209,160,Allison,sentence,1,15,16,3,1,0,(N(NP(DTa),"(1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 0, 0, 0)",easy_money.mrg
91,0.0,6,large,0.209,160,Allison,sentence,1,16,16,1,1,0,(JJlarge),"(1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 0, 1, 0)",easy_money.mrg
92,0.0,6,quantity,0.209,160,Allison,sentence,1,17,16,1,2,0,(NNquantity)),"(1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 0, 2, 0)",easy_money.mrg
93,0.0,6,of,0.209,160,Allison,sentence,1,18,16,2,1,-1,(PP(INof),"(1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 0)",easy_money.mrg
94,0.0,6,gold,0.209,160,Allison,sentence,1,19,17,2,16,15,(NP(NNgold)))))))))))))))),"(1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0)",easy_money.mrg
95,0.0,6,.,0.209,160,Allison,sentence,0,19,2,1,1,0,(..),"(2, 0)",easy_money.mrg
96,0.0,6,"""",0.209,160,Allison,sentence,0,19,2,1,2,-1,"(""""))","(3, 0)",easy_money.mrg
97,0.0,7,I,0.019,160,Allison,sentence,1,0,3,3,2,0,((NP-SBJ(PRPI)),"(0, 0, 0)",easy_money.mrg
98,0.0,7,told,0.019,160,Allison,sentence,1,1,3,2,1,-1,(V(VBDtold),"(1, 0, 0)",easy_money.mrg
99,0.0,7,him,0.019,160,Allison,sentence,1,2,4,2,2,0,(NP(PRPhim)),"(1, 1, 0, 0)",easy_money.mrg
100,0.0,7,0,0.019,160,Allison,sentence,1,2,4,2,1,-2,(SBA(-NONE-0),"(1, 2, 0, 0)",easy_money.mrg
101,0.0,7,I,0.019,160,Allison,sentence,1,3,6,3,2,0,((NP-SBJ(PRPI)),"(1, 2, 1, 0, 0, 0)",easy_money.mrg
102,0.0,7,'d,0.019,160,Allison,sentence,1,4,6,2,1,-1,(V(MD'd),"(1, 2, 1, 1, 0, 0)",easy_money.mrg
103,0.0,7,meet,0.019,160,Allison,sentence,1,5,7,2,1,-1,(V(VBmeet),"(1, 2, 1, 1, 1, 0, 0)",easy_money.mrg
104,0.0,7,him,0.019,160,Allison,sentence,1,6,8,2,2,0,(NP(PRPhim)),"(1, 2, 1, 1, 1, 1, 0, 0)",easy_money.mrg
105,0.0,7,for,0.019,160,Allison,sentence,1,7,8,2,1,-1,(PP-PRP(INfor),"(1, 2, 1, 1, 1, 2, 0, 0)",easy_money.mrg
106,0.0,7,coffee,0.019,160,Allison,sentence,1,8,9,2,3,1,(NP(NNcoffee))),"(1, 2, 1, 1, 1, 2, 1, 0, 0)",easy_money.mrg
107,0.0,7,at,0.019,160,Allison,sentence,1,9,8,2,1,-1,(PP-LOC(INat),"(1, 2, 1, 1, 1, 3, 0, 0)",easy_money.mrg
108,0.0,7,the,0.019,160,Allison,sentence,1,10,9,2,1,0,(NP(DTthe),"(1, 2, 1, 1, 1, 3, 1, 0, 0)",easy_money.mrg
109,0.0,7,diner,0.019,160,Allison,sentence,1,11,9,1,3,1,(NNdiner))),"(1, 2, 1, 1, 1, 3, 1, 1, 0)",easy_money.mrg
110,0.0,7,down,0.019,160,Allison,sentence,1,12,8,2,1,-1,(PP-LOC(INdown),"(1, 2, 1, 1, 1, 4, 0, 0)",easy_money.mrg
111,0.0,7,the,0.019,160,Allison,sentence,1,13,9,2,1,0,(NP(DTthe),"(1, 2, 1, 1, 1, 4, 1, 0, 0)",easy_money.mrg
112,0.0,7,street,0.019,160,Allison,sentence,1,14,9,1,3,1,(NNstreet))),"(1, 2, 1, 1, 1, 4, 1, 1, 0)",easy_money.mrg
113,0.0,7,at,0.019,160,Allison,sentence,1,15,8,2,1,-1,(PP-TMP(INat),"(1, 2, 1, 1, 1, 5, 0, 0)",easy_money.mrg
114,0.0,7,seven,0.019,160,Allison,sentence,1,16,9,2,8,7,(NP(CDseven)))))))),"(1, 2, 1, 1, 1, 5, 1, 0, 0)",easy_money.mrg
115,0.0,7,.,0.019,160,Allison,sentence,0,16,2,1,2,2,(..)),"(2, 0)",easy_money.mrg
116,0.0,8,points,0.997,160,Allison,word_list,1,0,0,0,0,0,,0,easy_money.mrg
117,0.0,8,drawings,0.997,160,Allison,word_list,1,1,0,0,0,0,,0,easy_money.mrg
118,0.0,8,since,0.997,160,Allison,word_list,1,2,0,0,0,0,,0,easy_money.mrg
119,0.0,8,birds,0.997,160,Allison,word_list,1,3,0,0,0,0,,0,easy_money.mrg
120,0.0,8,talked,0.997,160,Allison,word_list,1,4,0,0,0,0,,0,easy_money.mrg
121,0.0,8,life,0.997,160,Allison,word_list,1,5,0,0,0,0,,0,easy_money.mrg
122,0.0,8,there,0.997,160,Allison,word_list,1,6,0,0,0,0,,0,easy_money.mrg
123,0.0,8,out,0.997,160,Allison,word_list,1,7,0,0,0,0,,0,easy_money.mrg
124,0.0,8,lines,0.997,160,Allison,word_list,1,8,0,0,0,0,,0,easy_money.mrg
125,0.0,8,rid,0.997,160,Allison,word_list,1,9,0,0,0,0,,0,easy_money.mrg
126,0.0,8,what,0.997,160,Allison,word_list,1,10,0,0,0,0,,0,easy_money.mrg
127,0.0,8,trouble,0.997,160,Allison,word_list,1,11,0,0,0,0,,0,easy_money.mrg
128,0.0,8,everything,0.997,160,Allison,word_list,1,12,0,0,0,-3,,0,easy_money.mrg
129,0.0,9,I,0.878,160,Allison,sentence,1,0,3,3,2,0,((NP-SBJ(PRPI)),"(0, 0, 0)",easy_money.mrg
130,0.0,9,was,0.878,160,Allison,sentence,1,1,3,2,1,-1,(VP(VBDwas),"(1, 0, 0)",easy_money.mrg
131,0.0,9,there,0.878,160,Allison,sentence,1,2,4,2,2,0,(ADVP-LOC-PRD(RBthere)),"(1, 1, 0, 0)",easy_money.mrg
132,0.0,9,early,0.878,160,Allison,sentence,1,3,4,2,3,2,(ADVP-TMP(RBearly))),"(1, 2, 0, 0)",easy_money.mrg
133,0.0,9,.,0.878,160,Allison,sentence,0,3,2,1,2,0,(..)),"(2, 0)",easy_money.mrg
134,0.0,10,"""",0.573,160,Allison,sentence,0,-1,2,2,1,-1,"(("""")","(0, 0)",easy_money.mrg
135,0.0,10,*PRO*,0.573,160,Allison,sentence,0,-1,3,2,2,0,(NP-SBJ(-NONE-*PRO*)),"(1, 0, 0)",easy_money.mrg
136,0.0,10,Thank,0.573,160,Allison,sentence,1,0,3,2,1,-1,(V(VBPThank),"(2, 0, 0)",easy_money.mrg
137,0.0,10,you,0.573,160,Allison,sentence,1,1,4,2,2,0,(NP(PRPyou)),"(2, 1, 0, 0)",easy_money.mrg
138,0.0,10,for,0.573,160,Allison,sentence,1,2,4,2,1,-2,(PP-PR(INfor),"(2, 2, 0, 0)",easy_money.mrg
139,0.0,10,*PRO*,0.573,160,Allison,sentence,1,2,6,3,2,0,(S-NOM(NP-SBJ(-NONE-*PRO*)),"(2, 2, 1, 0, 0, 0)",easy_money.mrg
140,0.0,10,coming,0.573,160,Allison,sentence,1,3,6,2,5,4,(VP(VBGcoming))))),"(2, 2, 1, 1, 0, 0)",easy_money.mrg
141,0.0,10,",",0.573,160,Allison,sentence,0,3,2,1,1,-1,"(,,)","(3, 0)",easy_money.mrg
142,0.0,10,Ed,0.573,160,Allison,sentence,1,4,3,2,2,1,(NP-VOC(NNPEd)),"(4, 0, 0)",easy_money.mrg
143,0.0,10,.,0.573,160,Allison,sentence,0,4,2,1,1,0,(..),"(5, 0)",easy_money.mrg
144,0.0,10,"""",0.573,160,Allison,sentence,0,4,2,1,2,-1,"(""""))","(6, 0)",easy_money.mrg
145,0.0,11,he,0.733,160,Allison,sentence,1,0,3,3,2,0,((NP-SBJ-1(PRPhe)),"(0, 0, 0)",easy_money.mrg
146,0.0,11,was,0.733,160,Allison,sentence,1,1,3,2,1,-1,(V(VBDwas),"(1, 0, 0)",easy_money.mrg
147,0.0,11,already,0.733,160,Allison,sentence,1,2,4,2,2,0,(ADVP-TMP(RBalready)),"(1, 1, 0, 0)",easy_money.mrg
148,0.0,11,there,0.733,160,Allison,sentence,1,3,4,2,2,4,(ADVP-LOC-PRD(RBthere)),"(1, 2, 0, 0)",easy_money.mrg
149,0.0,11,woft,0.733,160,Allison,pseudo_words,1,3,0,0,0,-3,,0,easy_money.mrg
150,0.0,11,",",0.733,160,Allison,sentence,0,3,3,1,1,-2,"(,,)","(1, 3, 0)",easy_money.mrg
151,0.0,11,*PRO*-1,0.733,160,Allison,sentence,0,3,5,3,2,0,(S-AD(NP-SBJ-2(-NONE-*PRO*-1)),"(1, 4, 0, 0, 0)",easy_money.mrg
152,0.0,11,sitting,0.733,160,Allison,sentence,1,4,5,2,1,-1,(V(VBGsitting),"(1, 4, 1, 0, 0)",easy_money.mrg
153,0.0,11,in,0.733,160,Allison,sentence,1,5,6,2,1,-1,(PP-LOC-CLR(INin),"(1, 4, 1, 1, 0, 0)",easy_money.mrg
154,0.0,11,a,0.733,160,Allison,sentence,1,6,7,2,1,0,(NP(DTa),"(1, 4, 1, 1, 1, 0, 0)",easy_money.mrg
155,0.0,11,booth,0.733,160,Allison,sentence,1,7,7,1,3,2,(NNbooth))),"(1, 4, 1, 1, 1, 1, 0)",easy_money.mrg
156,0.0,11,",",0.733,160,Allison,sentence,0,7,5,1,1,-2,"(,,)","(1, 4, 1, 2, 0)",easy_money.mrg
157,0.0,11,*PRO*-2,0.733,160,Allison,sentence,0,7,7,3,2,0,(S-AD(NP-SBJ(-NONE-*PRO*-2)),"(1, 4, 1, 3, 0, 0, 0)",easy_money.mrg
158,0.0,11,warming,0.733,160,Allison,sentence,1,8,7,2,1,-1,(V(VBGwarming),"(1, 4, 1, 3, 1, 0, 0)",easy_money.mrg
159,0.0,11,his,0.733,160,Allison,sentence,1,9,8,2,1,0,(NP(PRP$his),"(1, 4, 1, 3, 1, 1, 0, 0)",easy_money.mrg
160,0.0,11,hands,0.733,160,Allison,sentence,1,10,8,1,2,0,(NNShands)),"(1, 4, 1, 3, 1, 1, 1, 0)",easy_money.mrg
161,0.0,11,on,0.733,160,Allison,sentence,1,11,8,2,1,-2,(PP-LO(INon),"(1, 4, 1, 3, 1, 2, 0, 0)",easy_money.mrg
162,0.0,11,a,0.733,160,Allison,sentence,1,12,10,3,1,0,(NP(NP(DTa),"(1, 4, 1, 3, 1, 2, 1, 0, 0, 0)",easy_money.mrg
163,0.0,11,cup,0.733,160,Allison,sentence,1,13,10,1,2,0,(NNcup)),"(1, 4, 1, 3, 1, 2, 1, 0, 1, 0)",easy_money.mrg
164,0.0,11,of,0.733,160,Allison,sentence,1,14,10,2,1,-1,(PP(INof),"(1, 4, 1, 3, 1, 2, 1, 1, 0, 0)",easy_money.mrg
165,0.0,11,coffee,0.733,160,Allison,sentence,1,15,11,2,10,9,(NP(NNcoffee)))))))))),"(1, 4, 1, 3, 1, 2, 1, 1, 1, 0, 0)",easy_money.mrg
166,0.0,11,.,0.733,160,Allison,sentence,0,15,2,1,2,-1,(..)),"(2, 0)",easy_money.mrg
167,0.0,12,He,0.298,160,Allison,sentence,1,0,3,3,2,0,((NP-SBJ(PRPHe)),"(0, 0, 0)",easy_money.mrg
168,0.0,12,looked,0.298,160,Allison,sentence,1,1,3,2,1,-1,(V(VBDlooked),"(1, 0, 0)",easy_money.mrg
169,0.0,12,like,0.298,160,Allison,sentence,1,2,4,2,1,-2,(PP-PR(INlike),"(1, 1, 0, 0)",easy_money.mrg
170,0.0,12,jerked,0.298,160,Allison,sentence,1,3,6,3,1,0,(S-NO(NP-SBJ(VBNjerked),"(1, 1, 1, 0, 0, 0)",easy_money.mrg
171,0.0,12,meat,0.298,160,Allison,sentence,1,4,6,1,2,0,(NNmeat)),"(1, 1, 1, 0, 1, 0)",easy_money.mrg
172,0.0,12,on,0.298,160,Allison,sentence,1,5,6,2,1,-1,(PP-LOC-PRD(INon),"(1, 1, 1, 1, 0, 0)",easy_money.mrg
173,0.0,12,the,0.298,160,Allison,sentence,1,6,7,2,1,0,(NP(DTthe),"(1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
174,0.0,12,bone,0.298,160,Allison,sentence,1,7,7,1,6,5,(NNbone)))))),"(1, 1, 1, 1, 1, 1, 0)",easy_money.mrg
175,0.0,12,.,0.298,160,Allison,sentence,0,7,2,1,2,-2,(..)),"(2, 0)",easy_money.mrg
176,0.0,13,He,0.691,160,Allison,sentence,1,0,4,4,2,0,(((NP-SBJ(PRPHe)),"(0, 0, 0, 0)",easy_money.mrg
177,0.0,13,was,0.691,160,Allison,sentence,1,1,4,2,1,-1,(V(VBDwas),"(0, 1, 0, 0)",easy_money.mrg
178,0.0,13,wearing,0.691,160,Allison,sentence,1,2,5,2,1,-2,(V(VBGwearing),"(0, 1, 1, 0, 0)",easy_money.mrg
179,0.0,13,a,0.691,160,Allison,sentence,1,3,7,3,1,7,(N(NP(DTa),"(0, 1, 1, 1, 0, 0, 0)",easy_money.mrg
180,0.0,13,shinter,0.691,160,Allison,pseudo_words,1,3,0,0,0,-7,,0,easy_money.mrg
181,0.0,13,new,0.691,160,Allison,sentence,1,4,7,1,1,0,(JJnew),"(0, 1, 1, 1, 0, 1, 0)",easy_money.mrg
182,0.0,13,jacket,0.691,160,Allison,sentence,1,5,7,1,2,1,(NNjacket)),"(0, 1, 1, 1, 0, 2, 0)",easy_money.mrg
183,0.0,13,and,0.691,160,Allison,sentence,1,6,6,1,1,-1,(CCand),"(0, 1, 1, 1, 1, 0)",easy_money.mrg
184,0.0,13,snow,0.691,160,Allison,sentence,1,7,7,2,1,0,(NP(NNsnow),"(0, 1, 1, 1, 2, 0, 0)",easy_money.mrg
185,0.0,13,boots,0.691,160,Allison,sentence,1,8,7,1,6,5,(NNSboots)))))),"(0, 1, 1, 1, 2, 1, 0)",easy_money.mrg
186,0.0,13,",",0.691,160,Allison,sentence,0,8,2,1,1,0,"(,,)","(1, 0)",easy_money.mrg
187,0.0,13,but,0.691,160,Allison,sentence,1,9,2,1,1,-2,(CCbut),"(2, 0)",easy_money.mrg
